TIF ID,TIF NAME,REPORTING CATEGORY,DESCRIPTION,AMOUNT
T-096,Cicero/Archer,Fund balance,Total fund balance ,$5010476.00
T-096,Cicero/Archer,Fund balance,Designated for future redevelopment project costs,$5010476.00
T-096,Cicero/Archer,Fund balance,Reserved for encumbrances,$0.00
T-096,Cicero/Archer,Fund balance,Reserved for debt service,$0.00
T-096,Cicero/Archer,Fund balance,End of year,$5010476.00
T-096,Cicero/Archer,Fund balance,Beginning of year,$4155697.00
T-096,Cicero/Archer,Revenues over expenditures,,$854779.00
T-096,Cicero/Archer,Expenditures,Total expenditures,$20527.00
T-096,Cicero/Archer,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-096,Cicero/Archer,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-096,Cicero/Archer,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-096,Cicero/Archer,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-096,Cicero/Archer,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-096,Cicero/Archer,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-097,51st/Archer,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-097,51st/Archer,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-097,51st/Archer,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-097,51st/Archer,Expenditures,Financing costs. (q)(6),$1793875.00
T-097,51st/Archer,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-097,51st/Archer,Expenditures,Costs of construction of public works and improvements. (q)(4),$25236962.00
T-097,51st/Archer,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-097,51st/Archer,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-097,51st/Archer,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-097,51st/Archer,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$17719.00
T-097,51st/Archer,Revenues,Total revenues,$936472.00
T-097,51st/Archer,Revenues,Interest,$113417.00
T-097,51st/Archer,Revenues,Sales tax,$0.00
T-097,51st/Archer,Revenues,Property tax,$823055.00
T-097,51st/Archer,Fund balance,Total fund balance,$4548471.00
T-097,51st/Archer,Fund balance,Designated for future redevelopment project costs,$2858359.00
T-097,51st/Archer,Fund balance,Reserved for encumbrances,$0.00
T-097,51st/Archer,Fund balance,Reserved for debt service,$1690112.00
T-097,51st/Archer,Fund balance,End of year,$4548471.00
T-097,51st/Archer,Fund balance,Beginning of year,$29142404.00
T-097,51st/Archer,Expenditures over revenues and other financing sources,,$-24593933.00
T-097,51st/Archer,Other financing sources,Operating transfers in,$1518151.00
T-097,51st/Archer,Expenditures over revenues,,$-26112084.00
T-097,51st/Archer,Expenditures,Total expenditures,$27048556.00
T-097,51st/Archer,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-097,51st/Archer,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-097,51st/Archer,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-097,51st/Archer,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-097,51st/Archer,Expenditures,Relocation costs. (q)(8),$0.00
T-098,63rd/Pulaski,Revenues,Total revenues,$2221715.00
T-098,63rd/Pulaski,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-098,63rd/Pulaski,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-098,63rd/Pulaski,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$9674.00
T-098,63rd/Pulaski,Expenditures,Costs of construction of public works and improvements. (q)(4),$11950.00
T-098,63rd/Pulaski,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-098,63rd/Pulaski,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-098,63rd/Pulaski,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-098,63rd/Pulaski,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-098,63rd/Pulaski,Expenditures,Relocation costs. (q)(8),$0.00
T-098,63rd/Pulaski,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-098,63rd/Pulaski,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-098,63rd/Pulaski,Expenditures,Financing costs. (q)(6),$0.00
T-098,63rd/Pulaski,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-098,63rd/Pulaski,Fund balance,Total fund balance,$7397068.00
T-098,63rd/Pulaski,Fund balance,Designated for future redevelopment project costs,$7397068.00
T-098,63rd/Pulaski,Fund balance,Reserved for encumbrances,$0.00
T-098,63rd/Pulaski,Fund balance,Reserved for debt service,$0.00
T-098,63rd/Pulaski,Fund balance,End of year,$7397068.00
T-098,63rd/Pulaski,Fund balance,Beginning of year,$6028504.00
T-098,63rd/Pulaski,Revenues over expenditures and other financing uses,,$1368564.00
T-098,63rd/Pulaski,Other financing uses,Operating transfers out,$-789081.00
T-098,63rd/Pulaski,Revenues over expenditures,,$2157645.00
T-098,63rd/Pulaski,Expenditures,Total expenditures,$64070.00
T-098,63rd/Pulaski,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-098,63rd/Pulaski,Revenues,Property tax,$2212427.00
T-098,63rd/Pulaski,Revenues,Sales tax,$0.00
T-098,63rd/Pulaski,Revenues,Interest,$9288.00
T-098,63rd/Pulaski,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$42446.00
T-099,Archer Central,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-099,Archer Central,Expenditures,Costs of construction of public works and improvements. (q)(4),$384433.00
T-099,Archer Central,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-099,Archer Central,Expenditures,Financing costs. (q)(6),$0.00
T-099,Archer Central,Revenues,Sales tax,$0.00
T-099,Archer Central,Revenues,Property tax,$908401.00
T-099,Archer Central,Fund balance,Total fund balance ,$1838714.00
T-099,Archer Central,Fund balance,Designated for future redevelopment project costs,$1838714.00
T-099,Archer Central,Fund balance,Reserved for encumbrances,$0.00
T-099,Archer Central,Fund balance,Reserved for debt service,$0.00
T-099,Archer Central,Fund balance,End of Year,$1838714.00
T-099,Archer Central,Fund balance,Beginning of year,$3566680.00
T-099,Archer Central,Expenditures over revenues,,$-1727966.00
T-099,Archer Central,Expenditures,Total expenditures,$2639061.00
T-099,Archer Central,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-099,Archer Central,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-099,Archer Central,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-099,Archer Central,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-099,Archer Central,Revenues,Interest,$2694.00
T-099,Archer Central,Revenues,Total revenues,$911095.00
T-099,Archer Central,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$34911.00
T-099,Archer Central,Expenditures,Marketing costs. (q)(1.6),$0.00
T-099,Archer Central,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$2219717.00
T-099,Archer Central,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-099,Archer Central,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-099,Archer Central,Expenditures,Relocation costs. (q)(8),$0.00
T-099,Archer Central,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-100,Ohio/Wabash,Revenues,Property tax,$1527719.00
T-100,Ohio/Wabash,Revenues over expenditures,,$292670.00
T-100,Ohio/Wabash,Fund balance,Beginning of year,$1250485.00
T-100,Ohio/Wabash,Fund balance,End of year,$1543155.00
T-100,Ohio/Wabash,Fund balance,Reserved for debt service,$0.00
T-100,Ohio/Wabash,Fund balance,Reserved for encumbrances,$0.00
T-100,Ohio/Wabash,Fund balance,Designated for future redevelopment project costs,$1543155.00
T-100,Ohio/Wabash,Fund balance,Total fund balance,$1543155.00
T-100,Ohio/Wabash,Expenditures,Total expenditures,$1238345.00
T-100,Ohio/Wabash,Expenditures,Cost of day care services and operational costs of day care centers.  (q)(11.5),$0.00
T-100,Ohio/Wabash,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-100,Ohio/Wabash,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-100,Ohio/Wabash,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-100,Ohio/Wabash,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-100,Ohio/Wabash,Expenditures,Relocation costs. (q)(8),$0.00
T-100,Ohio/Wabash,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-100,Ohio/Wabash,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-100,Ohio/Wabash,Expenditures,Financing costs. (q)(6),$0.00
T-100,Ohio/Wabash,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-100,Ohio/Wabash,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-100,Ohio/Wabash,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-100,Ohio/Wabash,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$1238345.00
T-100,Ohio/Wabash,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-100,Ohio/Wabash,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$0.00
T-100,Ohio/Wabash,Revenues,Total revenues,$1531015.00
T-100,Ohio/Wabash,Revenues,Interest,$3296.00
T-100,Ohio/Wabash,Revenues,Sales tax,$0.00
T-101,Jefferson/Roosevelt,Fund balance,Reserved for encumbrances,$0.00
T-101,Jefferson/Roosevelt,Revenues,Property tax,$5012587.00
T-101,Jefferson/Roosevelt,Revenues,Sales tax,$0.00
T-101,Jefferson/Roosevelt,Revenues,Interest,$11317.00
T-101,Jefferson/Roosevelt,Revenues,Total revenues,$5023904.00
T-101,Jefferson/Roosevelt,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$100828.00
T-101,Jefferson/Roosevelt,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-101,Jefferson/Roosevelt,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-101,Jefferson/Roosevelt,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-101,Jefferson/Roosevelt,Expenditures,Costs of construction of public works and improvements. (q)(4),$352108.00
T-101,Jefferson/Roosevelt,Fund balance,Total fund balance,$11760644.00
T-101,Jefferson/Roosevelt,Fund balance,Designated for future redevelopment project costs,$11760644.00
T-101,Jefferson/Roosevelt,Expenditures,Cost of job training and retraining. (q)(5),$103856.00
T-101,Jefferson/Roosevelt,Expenditures,Financing costs. (q)(6),$0.00
T-101,Jefferson/Roosevelt,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-101,Jefferson/Roosevelt,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-101,Jefferson/Roosevelt,Expenditures,Relocation costs. (q)(8),$0.00
T-101,Jefferson/Roosevelt,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-101,Jefferson/Roosevelt,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-101,Jefferson/Roosevelt,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-101,Jefferson/Roosevelt,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-101,Jefferson/Roosevelt,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-101,Jefferson/Roosevelt,Expenditures,Total expenditures,$556792.00
T-101,Jefferson/Roosevelt,Revenues over expenditures,,$4467112.00
T-101,Jefferson/Roosevelt,Fund balance,Beginning of year,$7293532.00
T-101,Jefferson/Roosevelt,Fund balance,End of year,$11760644.00
T-101,Jefferson/Roosevelt,Fund balance,Reserved for debt service,$0.00
T-102,Montclare,Expenditures,Relocation costs. (q)(8),$0.00
T-102,Montclare,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-102,Montclare,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-102,Montclare,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$263973.00
T-102,Montclare,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-102,Montclare,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-102,Montclare,Expenditures,Total expenditures,$273360.00
T-102,Montclare,Revenues over expenditures,,$110136.00
T-102,Montclare,Fund balance,Beginning of year,$494767.00
T-102,Montclare,Fund balance,End of year,$604903.00
T-102,Montclare,Fund balance,Reserved for debt service,$0.00
T-102,Montclare,Fund balance,Reserved for encumbrances,$0.00
T-102,Montclare,Fund balance,Designated for future redevelopment project costs,$604903.00
T-102,Montclare,Fund balance,Total fund balance,$604903.00
T-102,Montclare,Revenues,Property tax,$382895.00
T-102,Montclare,Revenues,Sales tax,$0.00
T-102,Montclare,Revenues,Interest,$601.00
T-102,Montclare,Revenues,Total revenues,$383496.00
T-102,Montclare,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$9387.00
T-102,Montclare,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-102,Montclare,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-102,Montclare,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-102,Montclare,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-102,Montclare,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-102,Montclare,Expenditures,Financing costs. (q)(6),$0.00
T-102,Montclare,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-102,Montclare,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Costs of construction of public works and improvements. (q)(4),$3245886.00
T-103,Lake Calumet Area Industrial,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-103,Lake Calumet Area Industrial,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$83979.00
T-103,Lake Calumet Area Industrial,Revenues,Total revenues,$4151284.00
T-103,Lake Calumet Area Industrial,Revenues,Interest,$22426.00
T-103,Lake Calumet Area Industrial,Revenues,Sales tax,$0.00
T-103,Lake Calumet Area Industrial,Revenues,Property tax,$4128858.00
T-103,Lake Calumet Area Industrial,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Relocation costs. (q)(8),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Financing costs. (q)(6),$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-103,Lake Calumet Area Industrial,Fund balance,End of year,$16574192.00
T-103,Lake Calumet Area Industrial,Expenditures,Total expenditures,$3329865.00
T-103,Lake Calumet Area Industrial,Fund balance,Reserved for debt service,$0.00
T-103,Lake Calumet Area Industrial,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-103,Lake Calumet Area Industrial,Fund balance,Reserved for encumbrances,$0.00
T-103,Lake Calumet Area Industrial,Fund balance,Designated for future redevelopment project costs,$16574192.00
T-103,Lake Calumet Area Industrial,Fund balance,Total fund balance,$16574192.00
T-103,Lake Calumet Area Industrial,Fund balance,Beginning of year,$15752773.00
T-103,Lake Calumet Area Industrial,Revenues over expenditures,,$821419.00
T-104,River West,Revenues,Total revenues,$12898851.00
T-104,River West,Revenues,Interest,$28324.00
T-104,River West,Revenues,Sale of land,$1756557.00
T-104,River West,Revenues,Property tax,$11113970.00
T-104,River West,Revenues,Sales tax,$0.00
T-104,River West,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$200642.00
T-104,River West,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-104,River West,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$7339246.00
T-104,River West,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-104,River West,Expenditures,Costs of construction of public works and improvements. (q)(4),$101499.00
T-104,River West,Expenditures,Cost of job training and retraining. (q)(5),$12072.00
T-104,River West,Expenditures,Financing costs. (q)(6),$0.00
T-104,River West,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-104,River West,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-104,River West,Expenditures,Relocation costs. (q)(8),$0.00
T-104,River West,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-104,River West,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-104,River West,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-104,River West,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-104,River West,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-104,River West,Expenditures,Total expenditures,$7653459.00
T-104,River West,Revenues over expenditures,,$5245392.00
T-104,River West,Other financing uses,Operating transfers out,$-84225.00
T-104,River West,Revenues over expenditures and other financing uses,,$5161167.00
T-104,River West,Fund balance,Beginning of year,$18269587.00
T-104,River West,Fund balance,End of year,$23430754.00
T-104,River West,Fund balance,Reserved for debt service,$0.00
T-104,River West,Fund balance,Reserved for encumbrances,$0.00
T-104,River West,Fund balance,Designated for future redevelopment project costs,$23430754.00
T-104,River West,Fund balance,Total fund balance,$23430754.00
T-105,53rd Street,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-105,53rd Street,Revenues,Total revenues,$838625.00
T-105,53rd Street,Revenues,Property tax,$834373.00
T-105,53rd Street,Revenues,Sales tax,$0.00
T-105,53rd Street,Revenues,Interest,$4252.00
T-105,53rd Street,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$19623.00
T-105,53rd Street,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-105,53rd Street,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-105,53rd Street,Expenditures,Costs of construction of public works and improvements. (q)(4),$354525.00
T-105,53rd Street,Expenditures,Cost of job training and retraining. (q)(5),$74917.00
T-105,53rd Street,Expenditures,Financing costs. (q)(6),$0.00
T-105,53rd Street,Fund balance,Total fund balance,$3358710.00
T-105,53rd Street,Fund balance,Designated for future redevelopment project costs,$3358710.00
T-105,53rd Street,Fund balance,Reserved for encumbrances,$0.00
T-105,53rd Street,Fund balance,Reserved for debt service,$0.00
T-105,53rd Street,Fund balance,End of year,$3358710.00
T-105,53rd Street,Fund balance,Beginning of year,$2969150.00
T-105,53rd Street,Revenues over expenditures,,$389560.00
T-105,53rd Street,Expenditures,Total expenditures,$449065.00
T-105,53rd Street,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-105,53rd Street,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-105,53rd Street,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-105,53rd Street,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-105,53rd Street,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-105,53rd Street,Expenditures,Relocation costs. (q)(8),$0.00
T-105,53rd Street,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-105,53rd Street,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-106,Englewood Neighborhood,Revenues,Property tax,$4881547.00
T-106,Englewood Neighborhood,Revenues,Sales tax,$0.00
T-106,Englewood Neighborhood,Revenues,Interest,$23752.00
T-106,Englewood Neighborhood,Revenues,Misccellaneous revenue,$0.00
T-106,Englewood Neighborhood,Revenues,Total revenues,$4905299.00
T-106,Englewood Neighborhood,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$87701.00
T-106,Englewood Neighborhood,Expenditures,Marketing costs. (q)(1.6),$0.00
T-106,Englewood Neighborhood,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$216000.00
T-106,Englewood Neighborhood,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$60375.00
T-106,Englewood Neighborhood,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-106,Englewood Neighborhood,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-106,Englewood Neighborhood,Expenditures,Financing costs. (q)(6),$0.00
T-106,Englewood Neighborhood,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-106,Englewood Neighborhood,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-106,Englewood Neighborhood,Expenditures,Relocation costs. (q)(8),$0.00
T-106,Englewood Neighborhood,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-106,Englewood Neighborhood,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-106,Englewood Neighborhood,Fund balance,Total fund balance ,$20451696.00
T-106,Englewood Neighborhood,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-106,Englewood Neighborhood,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-106,Englewood Neighborhood,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-106,Englewood Neighborhood,Expenditures,Total expenditures,$364076.00
T-106,Englewood Neighborhood,Revenues over expenditures,,$4541223.00
T-106,Englewood Neighborhood,Fund balance,Beginning of year,$15910473.00
T-106,Englewood Neighborhood,Fund balance,End of year,$20451696.00
T-106,Englewood Neighborhood,Fund balance,Reserved for debt service,$0.00
T-106,Englewood Neighborhood,Fund balance,Reserved for encumbrances,$0.00
T-106,Englewood Neighborhood,Fund balance,Designated for future redevelopment project costs,$20451696.00
T-107,Division/Homan,Fund balance,Designated for future redevelopment project costs,$4077582.00
T-107,Division/Homan,Revenues,Property tax,$1369544.00
T-107,Division/Homan,Fund balance,Total fund balance ,$4077582.00
T-107,Division/Homan,Fund balance,Reserved for encumbrances,$0.00
T-107,Division/Homan,Fund balance,Reserved for debt service,$0.00
T-107,Division/Homan,Fund balance,End of year,$4077582.00
T-107,Division/Homan,Fund balance,Beginning year,$3519671.00
T-107,Division/Homan,Revenues over expenditures,,$557911.00
T-107,Division/Homan,Expenditures,Total expenditures,$817003.00
T-107,Division/Homan,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-107,Division/Homan,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-107,Division/Homan,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-107,Division/Homan,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-107,Division/Homan,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-107,Division/Homan,Expenditures,Relocation costs. (q)(8),$0.00
T-107,Division/Homan,Revenues,Sales tax,$0.00
T-107,Division/Homan,Revenues,Interest,$5370.00
T-107,Division/Homan,Revenues,Misccellaneous revenue,$0.00
T-107,Division/Homan,Revenues,Total,$1374914.00
T-107,Division/Homan,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$26155.00
T-107,Division/Homan,Expenditures,Marketing costs. (q)(1.6),$0.00
T-107,Division/Homan,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-107,Division/Homan,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$28750.00
T-107,Division/Homan,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-107,Division/Homan,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-107,Division/Homan,Expenditures,Financing costs. (q)(6),$762098.00
T-107,Division/Homan,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-107,Division/Homan,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-108,Humboldt Park Commercial,Revenues,Sales tax,$0.00
T-108,Humboldt Park Commercial,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-108,Humboldt Park Commercial,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-108,Humboldt Park Commercial,Expenditures,Total expenditures,$1013853.00
T-108,Humboldt Park Commercial,Revenues over expenditures,,$1807837.00
T-108,Humboldt Park Commercial,Fund balance,Beginning of year,$4963786.00
T-108,Humboldt Park Commercial,Fund balance,End of year,$6771623.00
T-108,Humboldt Park Commercial,Fund balance,Reserved for debt service,$0.00
T-108,Humboldt Park Commercial,Fund balance,Reserved for encumbrances,$0.00
T-108,Humboldt Park Commercial,Fund balance,Designated for future redevelopment project costs,$6771623.00
T-108,Humboldt Park Commercial,Fund balance,Total fund balance,$6771623.00
T-108,Humboldt Park Commercial,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-108,Humboldt Park Commercial,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-108,Humboldt Park Commercial,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-108,Humboldt Park Commercial,Expenditures,Relocation costs. (q)(8),$0.00
T-108,Humboldt Park Commercial,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
